indicator,area_name,area_code,area_type,year,period,numerator,measure,lower_confidence_interval,upper_confidence_interval,definition,data_source
Chronic obstructive pulmonary disease (COPD) incidence,Falkirk,S12000014,Council area,2013,2012/13 to 2014/15 financial years; 3-year aggregates,210.67,183.12,158.4,210.51,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Highland,S12000017,Council area,2013,2012/13 to 2014/15 financial years; 3-year aggregates,248.67,129.48,113.47,147.07,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Inverclyde,S12000018,Council area,2013,2012/13 to 2014/15 financial years; 3-year aggregates,140.67,217.59,181.73,258.23,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Midlothian,S12000019,Council area,2013,2012/13 to 2014/15 financial years; 3-year aggregates,115.33,185.28,151.48,224.11,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Moray,S12000020,Council area,2013,2012/13 to 2014/15 financial years; 3-year aggregates,90,117.95,94.3,145.62,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,North Ayrshire,S12000021,Council area,2013,2012/13 to 2014/15 financial years; 3-year aggregates,251,218.83,191.7,248.63,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Orkney Islands,S12000023,Council area,2013,2012/13 to 2014/15 financial years; 3-year aggregates,21.33,115.9,70.94,178.09,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Scottish Borders,S12000026,Council area,2013,2012/13 to 2014/15 financial years; 3-year aggregates,143.33,139.24,116.66,164.8,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Shetland Islands,S12000027,Council area,2013,2012/13 to 2014/15 financial years; 3-year aggregates,14.67,80.14,44.05,133.56,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,South Ayrshire,S12000028,Council area,2013,2012/13 to 2014/15 financial years; 3-year aggregates,191.67,182.88,157.38,211.27,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,South Lanarkshire,S12000029,Council area,2013,2012/13 to 2014/15 financial years; 3-year aggregates,473.33,196.16,178.21,215.38,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Stirling,S12000030,Council area,2013,2012/13 to 2014/15 financial years; 3-year aggregates,87.33,122.65,97.86,151.72,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Aberdeen City,S12000033,Council area,2013,2012/13 to 2014/15 financial years; 3-year aggregates,230.33,155.5,135.49,177.57,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Aberdeenshire,S12000034,Council area,2013,2012/13 to 2014/15 financial years; 3-year aggregates,211.67,113.71,98.52,130.54,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Argyll & Bute,S12000035,Council area,2013,2012/13 to 2014/15 financial years; 3-year aggregates,110.33,134.27,109.59,162.7,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,City of Edinburgh,S12000036,Council area,2013,2012/13 to 2014/15 financial years; 3-year aggregates,449,142.7,129.41,156.95,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Renfrewshire,S12000038,Council area,2013,2012/13 to 2014/15 financial years; 3-year aggregates,249,185.03,162.29,210.01,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,West Dunbartonshire,S12000039,Council area,2013,2012/13 to 2014/15 financial years; 3-year aggregates,163.33,239.36,202.72,280.52,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,West Lothian,S12000040,Council area,2013,2012/13 to 2014/15 financial years; 3-year aggregates,205.33,182.6,157.17,210.81,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Angus,S12000041,Council area,2013,2012/13 to 2014/15 financial years; 3-year aggregates,151.33,147.56,124.34,173.76,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Dundee City,S12000042,Council area,2013,2012/13 to 2014/15 financial years; 3-year aggregates,228.33,210.52,183.55,240.28,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,East Dunbartonshire,S12000045,Council area,2013,2012/13 to 2014/15 financial years; 3-year aggregates,111.33,120.13,98.29,145.27,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Fife,S12000047,Council area,2013,2012/13 to 2014/15 financial years; 3-year aggregates,470.33,163.39,148.6,179.22,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Perth & Kinross,S12000048,Council area,2013,2012/13 to 2014/15 financial years; 3-year aggregates,154.33,119.29,100.77,140.16,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Glasgow City,S12000049,Council area,2013,2012/13 to 2014/15 financial years; 3-year aggregates,1129.67,304.97,286.69,324.08,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,North Lanarkshire,S12000050,Council area,2013,2012/13 to 2014/15 financial years; 3-year aggregates,562.67,240.32,219.99,261.96,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Scotland,S00000001,Scotland,2014,2013/14 to 2015/16 financial years; 3-year aggregates,7270.67,177.51,173.35,181.74,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Ayrshire & Arran,S08000015,Health board,2014,2013/14 to 2015/16 financial years; 3-year aggregates,699.33,218.67,202.35,235.93,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Borders,S08000016,Health board,2014,2013/14 to 2015/16 financial years; 3-year aggregates,152.67,144.34,121.67,169.91,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Dumfries & Galloway,S08000017,Health board,2014,2013/14 to 2015/16 financial years; 3-year aggregates,239.67,164.11,143.61,186.68,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Forth Valley,S08000019,Health board,2014,2013/14 to 2015/16 financial years; 3-year aggregates,381,168.43,151.32,186.89,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Grampian,S08000020,Health board,2014,2013/14 to 2015/16 financial years; 3-year aggregates,517.67,123.96,113.26,135.38,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Highland,S08000022,Health board,2014,2013/14 to 2015/16 financial years; 3-year aggregates,361.33,128.44,115.22,142.73,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Lothian,S08000024,Health board,2014,2013/14 to 2015/16 financial years; 3-year aggregates,877,150.83,140.74,161.44,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Orkney,S08000025,Health board,2014,2013/14 to 2015/16 financial years; 3-year aggregates,21,113.35,69.06,174.77,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Shetland,S08000026,Health board,2014,2013/14 to 2015/16 financial years; 3-year aggregates,13.33,69.36,36.97,118.24,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Western Isles,S08000028,Health board,2014,2013/14 to 2015/16 financial years; 3-year aggregates,23.67,91.67,58.18,137.24,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Fife,S08000029,Health board,2014,2013/14 to 2015/16 financial years; 3-year aggregates,481,164.01,149.32,179.73,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Tayside,S08000030,Health board,2014,2013/14 to 2015/16 financial years; 3-year aggregates,533.67,153.23,140.24,167.09,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Greater Glasgow & Clyde,S08000031,Health board,2014,2013/14 to 2015/16 financial years; 3-year aggregates,1911.33,234.4,223.68,245.48,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Lanarkshire,S08000032,Health board,2014,2013/14 to 2015/16 financial years; 3-year aggregates,1058,216.71,203.41,230.63,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Clackmannanshire,S12000005,Council area,2014,2013/14 to 2015/16 financial years; 3-year aggregates,61.33,153.25,115.95,198.36,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Dumfries & Galloway,S12000006,Council area,2014,2013/14 to 2015/16 financial years; 3-year aggregates,239.67,164.11,143.61,186.68,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,East Ayrshire,S12000008,Council area,2014,2013/14 to 2015/16 financial years; 3-year aggregates,240.67,248.29,216.98,282.75,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,East Lothian,S12000010,Council area,2014,2013/14 to 2015/16 financial years; 3-year aggregates,118.33,145.87,120.09,175.43,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,East Renfrewshire,S12000011,Council area,2014,2013/14 to 2015/16 financial years; 3-year aggregates,85.33,117.77,93.31,146.51,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Na h-Eileanan Siar,S12000013,Council area,2014,2013/14 to 2015/16 financial years; 3-year aggregates,23.67,91.67,58.18,137.24,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Falkirk,S12000014,Council area,2014,2013/14 to 2015/16 financial years; 3-year aggregates,225,194.58,168.98,222.85,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Highland,S12000017,Council area,2014,2013/14 to 2015/16 financial years; 3-year aggregates,249,125.95,110.45,142.98,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Inverclyde,S12000018,Council area,2014,2013/14 to 2015/16 financial years; 3-year aggregates,136.33,209.06,174.33,248.51,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Midlothian,S12000019,Council area,2014,2013/14 to 2015/16 financial years; 3-year aggregates,117.33,183.14,150.08,221.07,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Moray,S12000020,Council area,2014,2013/14 to 2015/16 financial years; 3-year aggregates,83.33,106.14,84.16,132.01,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,North Ayrshire,S12000021,Council area,2014,2013/14 to 2015/16 financial years; 3-year aggregates,255.33,219.17,192.34,248.61,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Orkney Islands,S12000023,Council area,2014,2013/14 to 2015/16 financial years; 3-year aggregates,21,113.35,69.06,174.77,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Scottish Borders,S12000026,Council area,2014,2013/14 to 2015/16 financial years; 3-year aggregates,152.67,144.34,121.67,169.91,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Shetland Islands,S12000027,Council area,2014,2013/14 to 2015/16 financial years; 3-year aggregates,13.33,69.36,36.97,118.24,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,South Ayrshire,S12000028,Council area,2014,2013/14 to 2015/16 financial years; 3-year aggregates,203.33,191.13,165.22,219.88,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,South Lanarkshire,S12000029,Council area,2014,2013/14 to 2015/16 financial years; 3-year aggregates,474,190.54,173.26,209.04,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Stirling,S12000030,Council area,2014,2013/14 to 2015/16 financial years; 3-year aggregates,94.67,132.13,106.17,162.39,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Aberdeen City,S12000033,Council area,2014,2013/14 to 2015/16 financial years; 3-year aggregates,228,154.84,134.75,176.99,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Aberdeenshire,S12000034,Council area,2014,2013/14 to 2015/16 financial years; 3-year aggregates,206.33,108.25,93.65,124.42,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Argyll & Bute,S12000035,Council area,2014,2013/14 to 2015/16 financial years; 3-year aggregates,112.33,134.85,110.31,163.09,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
